Main Image Size (Width x Height in Pixels):,2767,x,2475
Mosaic Size (Width x Height in Pixels):,6381,x,5708
Tiles with a image:,460
Tiles without a image:,0
Unique number of images used as tiles:,80
Average Tile Quality:,83.13%,Score:,3877744
Best Tile Quality:,100.00%,Score:,228659
Worst Tile Quality:,0.00%,Score:,21853823
How much can I modify every tile:,47%
Minimum distance between duplicate tiles:,1
Minimum distance between sequences:,0
Algorithm:,High Quality
Pattern:,Square
Adapt Tile/Mosaic size:,Adapt Tile
Multiple Tile Size 1/2:,0%
Multiple Tile Size 1/4:,0%
Tile Area Priority:,CENTER_WIDE
Tile Size Priority:,AUTO
Tile Split:,AUTO
MaskFile:,
Pixels x Inch PPI:500.000000

Left,Top,Width,Height,Size KPixels,Image,ImageID/Sequence,Tile Quality,Tile Priority,Score,Used Count,Tile#,Image#
5829,2574,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",0,98.33%,100%,589549,6,229,15
6105,2574,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",0,97.31%,60%,810858,6,230,44
0,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",0,96.99%,60%,879121,6,231,44
278,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",0,98.52%,100%,549699,6,232,49
556,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",0,97.68%,100%,729903,6,233,54
834,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",0,98.67%,100%,516401,6,234,47
1112,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",0,48.04%,100%,11465476,6,235,38
1390,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",0,50.27%,100%,10983470,6,236,42
1668,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",0,95.52%,100%,1197104,6,237,35
1946,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",0,97.65%,105%,737315,6,238,73
2224,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",0,97.18%,115%,837972,6,239,33
2502,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Anti Civil War draft rioters at Lexington Avenue in New York, 1863..jpg",0,96.96%,120%,885636,6,240,46
2780,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",0,96.97%,130%,883186,6,241,1
3058,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Anti Civil War draft rioters at Lexington Avenue in New York, 1863..jpg",0,92.12%,135%,1932047,6,242,46
3336,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An officer threatening to use force at a Harlem riot in 1964..jpeg",0,91.64%,130%,2036226,6,243,55
3614,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Lincoln Library Race Riots in 1908..jpg",0,95.59%,120%,1181600,2,244,16
3892,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police drag away a civil rights protester at the Republican National Convention in Miami in August 1968..jpg",0,97.19%,115%,836780,2,245,37
4170,2860,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Three demonstrators join hands to build strength against the force of water sprayed by riot police in Birmingham, Alabama, during a protest of segregation practices. May 4, 1963..jpg",0,93.87%,105%,1553418,6,246,77
4448,2860,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A young black man drinking from a segregated drinking fountain in the mid 20th century..jpg",0,67.28%,100%,7303554,6,247,45
4725,2860,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",0,53.79%,100%,10222354,6,248,5
5001,2860,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",0,94.26%,100%,1470675,6,249,52
5277,2860,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",0,97.69%,100%,728210,6,250,10
5553,2860,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",0,98.62%,100%,527478,6,251,49
5829,2860,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Three demonstrators join hands to build strength against the force of water sprayed by riot police in Birmingham, Alabama, during a protest of segregation practices. May 4, 1963..jpg",0,96.73%,100%,934906,6,252,77
6105,2860,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",0,97.29%,60%,814481,6,253,44
0,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",0,98.46%,60%,562440,6,254,15
278,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",0,99.38%,100%,363775,6,255,72
556,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",0,99.43%,100%,351265,6,256,72
834,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",0,98.92%,100%,461493,6,257,25
1112,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",0,99.51%,100%,333862,6,258,47
1390,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",0,62.64%,100%,8308749,6,259,11
1668,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",0,93.14%,100%,1711256,6,260,52
1946,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",0,96.46%,100%,993333,6,261,50
2224,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",0,94.25%,110%,1471838,6,262,15
2502,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",0,97.67%,115%,731938,6,263,13
2780,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A Nashville policeman grabs a demonstrator and tells him to move from in front of a patrol wagon during a protest on April 27, 1964..jpg",0,97.69%,125%,728727,3,264,43
3058,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",0,96.47%,125%,992028,6,265,1
3336,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Alabama state troopers swing nightsticks to break up a civil rights voting march in Selma, Alabama, March 7, 1965..jpg",0,93.87%,120%,1553641,1,266,58
3614,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",0,95.43%,115%,1217666,6,267,11
3892,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",0,96.86%,110%,907298,6,268,54
4170,3146,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",0,96.79%,100%,922956,6,269,54
4448,3146,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Dr. Charles Atkins and family look at the Sante Fe Depot sign requiring racial segregation in Oklahoma City, Oklahoma, 1955..jpg",0,82.60%,100%,3992028,6,270,2
4725,3146,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",0,44.16%,100%,12304228,6,271,56
5001,3146,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",0,43.15%,100%,12521978,6,272,56
5277,3146,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",0,46.29%,100%,11843508,6,273,59
5553,3146,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting 1906 Atlanta Race Massacre..jpg",0,75.90%,100%,5439994,6,274,8
5829,3146,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Three demonstrators join hands to build strength against the force of water sprayed by riot police in Birmingham, Alabama, during a protest of segregation practices. May 4, 1963..jpg",0,95.94%,100%,1107693,6,275,77
6105,3146,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",0,99.04%,60%,435187,6,276,25
0,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",0,97.05%,60%,867270,6,277,44
278,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",0,99.14%,100%,415171,6,278,25
556,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",0,99.52%,100%,331410,6,279,25
834,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two young protesters try to avoid the blast of a fire hose during a civil rights protest in Birmingham, Alabama on May 7, 1963..jpg",0,98.57%,100%,537704,6,280,72
1112,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",0,62.27%,100%,8388033,6,281,11
1390,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting 1906 Atlanta Race Massacre..jpg",0,76.38%,100%,5337176,6,282,8
1668,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",0,91.66%,100%,2031625,6,283,50
1946,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",0,93.95%,100%,1538003,6,284,25
2224,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",0,90.71%,105%,2236711,6,285,60
2502,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",0,89.59%,110%,2479910,6,286,40
2780,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting African Americans being attacked during the Memphis Race Riots of 1866..jpg",0,92.08%,115%,1940724,6,287,17
3058,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",0,95.35%,115%,1233493,6,288,1
3336,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Anti Civil War draft rioters at Lexington Avenue in New York, 1863..jpg",0,95.32%,115%,1240932,6,289,46
3614,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",0,94.77%,110%,1359189,6,290,52
3892,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Three demonstrators join hands to build strength against the force of water sprayed by riot police in Birmingham, Alabama, during a protest of segregation practices. May 4, 1963..jpg",0,94.14%,105%,1496954,6,291,77
4170,3432,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866..jpg",0,98.27%,100%,602743,6,292,1
4448,3432,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",0,96.85%,100%,909925,6,293,54
4725,3432,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",0,54.35%,100%,10101015,6,294,5
5001,3432,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",0,94.98%,100%,1313904,6,295,41
5277,3432,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",0,96.00%,100%,1094371,6,296,73
5553,3432,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",0,98.79%,100%,490157,6,297,39
5829,3432,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil Rights March on Washington, D.C. (Leaders marchig from the Washington Monument to the Lincoln Memorial) 1963..jpg",0,100.00%,100%,228659,6,298,49
6105,3432,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting 1906 Atlanta Race Massacre..jpg",0,95.16%,60%,1274951,6,299,8
0,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Mvskokvlke 'Temeckv Nene (Mvskoke Trail of Tears) by Johnnie Diacon..jpg",0,98.65%,60%,519591,6,300,25
278,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police drag away a civil rights protester at the Republican National Convention in Miami in August 1968..jpg",0,95.93%,100%,1108303,2,301,37
556,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",0,96.62%,100%,960203,6,302,50
834,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",0,94.93%,100%,1324274,6,303,10
1112,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",0,95.46%,100%,1211364,6,304,9
1390,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",0,85.21%,100%,3427772,6,305,33
1668,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",0,91.79%,100%,2003034,6,306,52
1946,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",0,93.58%,100%,1616689,6,307,40
2224,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",0,90.24%,100%,2338837,6,308,80
2502,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Anti Civil War draft rioters at Lexington Avenue in New York, 1863..jpg",0,86.09%,100%,3236679,6,309,46
2780,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",0,94.87%,105%,1338825,6,310,80
3058,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mother and a daughter sold at auction in Southern US in the 1860s..jpg",0,88.33%,105%,2751938,6,311,44
3336,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",0,93.43%,105%,1649303,6,312,20
3614,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Nat Turner in 1831..jpg",0,94.69%,100%,1376024,6,313,13
3892,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",0,96.68%,100%,947182,6,314,60
4170,3718,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",0,96.92%,100%,893762,6,315,52
4448,3718,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police K-9 units being deployed to manage crowds of protesters during the Birmingham Campaign of the civil rights movement in May 1963..jpg",0,94.08%,100%,1509060,6,316,31
4725,3718,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",0,49.79%,100%,11087578,6,317,42
5001,3718,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Hiram Rhodes Revels - First African American member fo the United States Senate in 1870..jpg",0,97.35%,100%,800870,6,318,12
5277,3718,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters take part in the civil disobedience campaign, in June 1952, in Johannesburg, by occupying places for white people..jpg",0,98.08%,100%,644877,6,319,67
5553,3718,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",0,98.90%,100%,466213,6,320,41
5829,3718,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",0,88.72%,100%,2668365,6,321,40
6105,3718,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",0,23.28%,60%,16819382,6,322,48
0,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting New Orleans Massacre of 1866 and the aftermath..jpeg",0,98.10%,60%,639805,6,323,15
278,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Demonstrators carrying photographs of Lieutenant Thomas Gilligan march on 125th Street near Seventh Ave. during the Harlem Riots of 1964..jpg",0,96.94%,100%,890611,6,324,50
556,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police subdue a rioter during the third night of race riots in Paterson, New Jersey. August 14, 1964..jpg",0,94.91%,100%,1330411,6,325,22
834,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Lincoln Library Race Riots in 1908..jpg",0,96.12%,100%,1068375,2,326,16
1112,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",0,98.95%,100%,456670,6,327,47
1390,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",0,47.95%,100%,11485563,6,328,59
1668,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Shirley Chisholm - First African American woman elected to the House of Representatives in 1968..jpg",0,71.05%,100%,6489436,6,329,64
1946,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",0,91.13%,100%,2146667,6,330,80
2224,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",0,92.14%,100%,1928832,6,331,80
2502,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An Image depicting New York's chaotic nature in 1827..jpg",0,93.60%,100%,1612466,6,332,52
2780,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\An African American drinking from a “Colored Only” drinking fountain. Circa 1900s..jpg",0,97.66%,100%,734011,6,333,54
3058,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the devastation of the New Orleans Massacre of 1866..jpg",0,90.55%,100%,2273195,6,334,4
3336,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",0,98.01%,100%,658517,6,335,30
3614,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",0,98.70%,100%,510029,6,336,30
3892,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Firemen turn their hose on a group of African-Americans during an anti-segregation demonstration in Birmingham, Alabama on May 3, 1963..jpg",0,97.61%,100%,744729,6,337,20
4170,4004,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Trail of Tears 1839. Painting by Max Standley..jpg",0,96.83%,100%,913360,6,338,60
4448,4004,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police K-9 units being deployed to manage crowds of protesters during the Birmingham Campaign of the civil rights movement in May 1963..jpg",0,93.16%,100%,1708821,6,339,31
4725,4004,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",0,52.22%,100%,10560347,6,340,63
5001,4004,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",0,97.04%,100%,867949,6,341,65
5277,4004,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",0,98.88%,100%,469826,6,342,41
5553,4004,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",0,94.43%,100%,1433736,6,343,65
5829,4004,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",0,91.09%,100%,2155328,6,344,7
